ROWNUMBER|ITEMID|TITLEFULL
3957|21418|Back to the Future Part II
3958|7291|The 24th Day
3959|5754|The Land Before Time
3960|21547|Death Race 2000
3961|21836|The Misfits
3962|16466|Doing Hard Time
3963|17599|Hush
3964|16039|Company Man
3965|17098|The Gift
3966|15572|Bonnie and Clyde
3967|10964|10.5
3968|18226|The Life of David Gale
3969|21620|The Flintstones
3970|17284|The Gypsy Moths
3971|16134|Creepshow 2
3972|20623|This Is Spinal Tap
3973|15494|Black Sunday
3974|19663|The Return of the Vampire
3975|5927|100 Mile Rule
3976|18139|The Last Outlaw
3977|17734|The Indian in the Cupboard
3978|19521|The Quiet American
3979|15900|Cheerleader Camp
3980|22060|Sweet Home Alabama
3981|18205|Les Girls
3982|17738|Indiscreet
3983|15348|Belle de jour
3984|17831|Jack-O
3985|16775|Father Goose
3986|16215|Dance with a Stranger
3987|17764|Interiors
3988|12189|Mysterious Island
3989|18212|The Letter
3990|17067|Get Bruce
3991|17407|Helen of Troy
3992|18905|Navy Seals
3993|16631|The Emperors Club
3994|19698|Ring of Bright Water
3995|10891|The Point
3996|19167|The Outlaw Josey Wales
3997|15752|Call Me Madam
3998|9245|Lewis Black: Black on Broadway
3999|16923|Forever Mine
4000|7805|Islands in the Stream
4001|17812|It Started in Naples
4002|17343|Hardware Wars
4003|20908|Unhook the Stars
4004|15329|Beethoven
4005|18747|Mortal Kombat: Annihilation
4006|15303|Battling Butler
4007|20653|Ticker
4008|17962|Kansas City Confidential
4009|17585|The Hunchback of Notre Dame
4010|18191|The Legend of Sleepy Hollow
4011|15177|At First Sight
4012|18924|Never Cry Wolf
4013|16962|Freddie Mercury Tribute Concert
4014|17053|Gay Purr-ee
4015|17101|Gilda
4016|21749|Justice League
4017|21600|Failan
4018|14310|13 Ghosts
4019|20678|Titanic
4020|22068|Team America: World Police
4021|7185|Notorious C.H.O.
4022|8960|Chris Rock: Never Scared
4023|19081|On Golden Pond
4024|9737|Its the Great Pumpkin, Charlie Brown
4025|11947|It Came from Beneath the Sea
4026|20778|Trekkies 2
4027|16813|The Fighting Kentuckian
4028|21100|What a Way to Go!
4029|18537|The Martian Chronicles
4030|20709|Tomie
4031|18049|Kite
4032|7076|9/11
4033|18128|The Last Days
4034|19466|Promises
4035|19307|Phir Bhi Dil Hai Hindustani
4036|15818|Casper Meets Wendy
4037|11016|Dead Leaves
4038|21276|The Work of Director Spike Jonze
4039|18087|Ladies Man
4040|13204|The Life of Mammals
4041|20921|Unzipped
4042|17221|The Great Ziegfeld
4043|18325|Lord Jim
4044|16712|Extreme Days
4045|18967|Nightstalker
4046|20274|Sports Night
4047|20085|Silver Bullet
4048|18162|The Last of the Mohicans
4049|20841|The Tuskegee Airmen
4050|17142|Gods Army
4051|15518|Blink
4052|20782|Trespass
4053|20367|The Straight Story
4054|19959|Serendipity
4055|15386|Betrayed
4056|15545|Blue Thunder
4057|18831|Murphys Law
4058|4950|Dracula Has Risen from the Grave
4059|17722|Incident at Loch Ness
4060|19194|The Pajama Game
4061|16482|Dont Be a Menace to South Central While Drinking Your Juice in the Hood
4062|21726|Independence Day
4063|16455|Doctor Detroit
4064|14977|The Adventures of Pluto Nash
4065|16767|Fast, Cheap & Out of Control
4066|17016|Future War
4067|17487|Holy Matrimony
4068|18901|National Treasure
4069|18876|Naked Lunch
4070|19666|Return to Me
4071|18795|Mrs. Winterbourne
4072|21852|The Mummy
4073|15857|Chalte Chalte
4074|16414|Dil Chahta Hai
4075|19569|Rangeela
4076|20537|The Tao of Steve
4077|21556|Detroit Rock City
4078|20309|Star Trek: The Motion Picture
4079|17191|Graduation Day
4080|17535|House Arrest
4081|18405|Lucky Numbers
4082|21438|Beyond the Sea
4083|19173|The Outsider
4084|19393|Possession
4085|22058|Suspect Zero
4086|20124|Skipped Parts
4087|5182|K-PAX
4088|15181|Atomic Train
4089|20860|Two of Us
4090|22018|The Skulls
4091|19871|Satin rouge
4092|16256|David Copperfield
4093|20281|Squanto: A Warriors Tale
4094|21379|Ararat
4095|20448|The Super
4096|11601|Britney Spears Live from Las Vegas
4097|21340|Zebrahead
4098|20565|Telling Lies in America
4099|5557|Brians Song
4100|17657|Ikiru
4101|17167|Good Burger
4102|18319|Look Whos Talking
4103|21651|The Godfather
4104|17800|Island in the Sky
4105|20189|Solo
4106|18355|The Lost World: Jurassic Park
4107|15603|Boycott
4108|18204|Leprechaun: Back 2 tha Hood
4109|21252|Woman Thou Art Loosed
4110|17577|Hum Tum
4111|22081|Three Kings
4112|20077|Signs
4113|18904|The Navigators
4114|21203|Winchester 73
4115|19459|The Program
4116|21883|Open Range
4117|20149|Slipstream
4118|12893|Hi, Mom!
4119|20787|The Trial of the Incredible Hulk
4120|21699|House of Wax
4121|16395|Diabolique
4122|19176|Over the Top
4123|21420|Bad Lieutenant
4124|18496|Man of La Mancha
4125|16574|Earthsea
4126|20175|Snow Queen
4127|18037|Kiss Me, Guido
4128|18580|Mean Streets
4129|16883|Flight of the Navigator
4130|16516|Dracula vs. Frankenstein
4131|17341|Hardcore
4132|8801|Heidi
4133|19143|Othello
4134|7952|Memories of Me
4135|18760|The Mountain Men
4136|17219|The Great White Hope
4137|22072|Terminator 3: Rise of the Machines
4138|16718|Eye for an Eye
4139|18959|Night and the City
4140|19439|The Prince and the Pauper
4141|16459|The Doctor
4142|16196|D.C. Cab
4143|17834|Jackpot
4144|19695|The Right Temptation
4145|22197|Full Metal Jacket
4146|18817|The Muppets Wizard of Oz
4147|20422|Sugar & Spice
4148|18262|Little Man Tate
4149|22268|Mans Best Friend
4150|18429|Mad Max Beyond Thunderdome
4151|16502|Down by Law
4152|18182|Left Behind II: Tribulation Force
4153|16598|Edtv
4154|16952|Frankenstein
4155|21413|Babe: Pig in the City
4156|19138|Oscar and Lucinda
4157|20057|Short Circuit 2
4158|14954|The Abyss
4159|21375|Anger Management
4160|21789|Little Nicky
4161|15302|Battlestar Galactica
4162|20856|Two Shades of Blue
4163|18654|Milk Money
4164|19619|The Ref
4165|17507|Hook
4166|15319|Beautiful Joe
4167|15197|Avalon
4168|20899|Underneath
4169|18179|Leave It to Beaver
4170|20132|The Slaughter Rule
4171|18252|Lionheart
4172|20078|The Silencers
4173|16271|Days of Heaven
4174|22207|Invasion of the Body Snatchers
4175|12541|Toothless
4176|21429|Batman Begins
4177|16061|Continental Divide
4178|15809|Carrie
4179|17502|The Honeymoon Killers
4180|19895|Scarecrow
4181|18572|McQ
4182|15788|Caracara
4183|18035|Kisna: The Warrior Poet
4184|16498|Double Trouble
4185|16669|The Errand Boy
4186|16278|Dead Awake
4187|21590|EuroTrip
4188|16676|Eternal Sunshine of the Spotless Mind
4189|17932|The Juror
4190|17501|Honey, We Shrunk Ourselves
4191|20485|The Sweetest Thing
4192|22037|Splendor in the Grass
4193|20635|The Three Musketeers
4194|15461|Birth
4195|21844|Monsters Ball
4196|20268|The Spitfire Grill
4197|15828|Cat Chaser
4198|18712|Mon oncle
4199|15322|Beauty Shop
4200|20480|Sweet November
4201|16151|The Crocodile Hunter: Collision Course
4202|15330|Beethovens 2nd
4203|15209|Baazigar
4204|21985|Schindlers List
4205|20587|The Tesseract
4206|19191|Paheli
4207|20417|Subway
4208|21974|Sacrifice
4209|18051|Knightriders
4210|19007|North Shore
4211|14973|The Adventures of Ford Fairlane
4212|16799|FernGully: The Last Rainforest
4213|17205|Grease 2
4214|21341|Zeder
4215|21004|Von Ryans Express
4216|15631|Breakin
4217|19051|The Odyssey
4218|10861|The Hollywood Sign
4219|15911|Children Underground
4220|19087|On the Line
4221|19684|Richard III
4222|17930|Jurassic Park
4223|15131|Anything Else
4224|19552|The Rainmaker
4225|19428|Priest
4226|16409|Different for Girls
4227|21182|Wilbur Wants to Kill Himself
4228|20972|Vera Drake
4229|21147|The White Diamond
4230|17024|Gadjo dilo
4231|15404|The Bible: In the Beginning...
4232|20988|The Village
4233|16842|Firestorm
4234|8063|Scooby-Doo on Zombie Island
4235|14960|Across 110th Street
4236|22000|Sgt. Peppers Lonely Hearts Club Band
4237|21376|Anna and the King
4238|15869|Changing Lanes
4239|21739|Jay and Silent Bob Strike Back
4240|21855|My Bloody Valentine
4241|20024|The Sheltering Sky
4242|20361|Story of G.I. Joe
4243|15924|Chisum
4244|11674|Ab Tak Chhappan
4245|21458|Blue Streak
4246|20846|Twenty Bucks
4247|20555|Tears of the Sun
4248|17120|The Glass House
4249|14993|Agnes of God
4250|19169|The Outlaw
4251|16057|Conspiracy Theory
4252|19309|Phoenix
4253|21786|The Life Aquatic with Steve Zissou
4254|15408|The Big Bounce
4255|15943|Cinemania
4256|15647|Brians Song
4257|19405|Practical Magic
4258|16443|The Dish
4259|20881|Uncommon Valor
4260|19472|The Protector
4261|21879|Once Upon a Time in America
4262|5453|Amityville II: The Possession
4263|19101|One Good Cop
4264|16804|Fever Pitch
4265|15744|Cadet Kelly
4266|16988|From Dusk Till Dawn
4267|16801|Festival in Cannes
4268|8177|Larva
4269|21291|X: The Unknown
4270|18925|Never Die Alone
4271|19057|Office Space
4272|16294|Dead Ringers
4273|15947|Circus
4274|21052|Wasabi
4275|19042|Oceans Eleven
4276|16158|Crossroads
4277|20783|Trevor
4278|16708|Experiment in Terror
4279|15090|The Andy Griffith Show
4280|19291|Petes Dragon
4281|20357|Stop! Or My Mom Will Shoot
4282|19875|Saturday Night Live: 25th Anniversary
4283|15264|The Bank Dick
4284|17613|I Could Go on Singing
4285|21459|Body Double
4286|22186|Dodgeball: A True Underdog Story
4287|21947|Revenge of the Ninja
4288|20474|Sweet Charity
4289|21446|Bill & Teds Excellent Adventure
4290|14879|...And Justice for All.
4291|19605|The Recruit
4292|20043|Shivers
4293|15567|Bonanza
4294|15826|Casualties of War
4295|19748|Rocky II
4296|21657|Gothika
4297|17399|Heavy Metal
4298|15053|American Desi
4299|16190|Cyborg 2
4300|21522|Cruel Intentions
4301|18821|Murder at 1600
4302|17733|Indian Summer
4303|17840|Jakob the Liar
4304|16920|Force 10 from Navarone
4305|15228|Back to the Beach
4306|18040|Kiss Toledo Goodbye
4307|17948|K-9
4308|21214|Winning London
4309|19637|Renegades
4310|18740|Moonlight and Valentino
4311|20205|Son of the Mask
4312|15065|The American President
4313|14927|The 60s
4314|15577|Boomerang
4315|21360|Bewitched
4316|19130|Ordinary Decent Criminal
4317|15307|The Beast of Yucca Flats
4318|18762|The Mouse That Roared
4319|22165|2001: A Space Odyssey
4320|14979|The Adventures of Robin Hood
4321|19178|Overboard
4322|19024|Now You See Him, Now You Dont
4323|21457|The Blue Lagoon
4324|16645|Enemies: A Love Story
4325|16363|The Desperate Hours
4326|15659|Brighton Beach Memoirs
4327|13360|tom thumb
4328|17074|Get Well Soon
4329|22214|The Lonely Guy
4330|15610|Boys on the Side
4331|18484|The Man Who Knew Too Much
4332|17463|Highlander
4333|6545|Down from the Mountain
4334|13981|The Barchester Chronicles
4335|17027|Galaxy Quest
4336|20634|Three Fugitives
4337|15107|Animal Farm
4338|20530|The Taming of the Shrew
4339|22201|Hansel & Gretel
4340|20495|Swing Shift
4341|19912|Scooby-Doo and the Cyber Chase
4342|20968|Velvet Goldmine
4343|20313|Stardust Memories
4344|20897|Underground
4345|17762|Intacto
4346|7020|The 3 Worlds of Gulliver
4347|19159|Out of Sight
4348|6431|Century Hotel
4349|18315|The Longest Yard
4350|22215|The Longest Day
4351|18269|Little Nikita
4352|18464|Major Payne
4353|15498|Blackjack
4354|18562|Maximum Risk
4355|21151|White Lies
4356|19787|Royal Wedding
4357|22257|Wildcats
4358|14998|Air Force One
4359|22116|The Unforgiven
4360|20569|Tempo
4361|20631|Three Coins in the Fountain
4362|10358|The Barefoot Contessa
4363|19214|Paragraph 175
4364|15093|Angel on My Shoulder
4365|16236|The Dark Half
4366|17015|The Fury
4367|21551|The Deer Hunter
4368|22142|The Wild Angels
4369|20567|The Temp
4370|20644|The Thrill of It All
4371|15749|Calendar Girls
4372|21205|The Wind and the Lion
4373|20435|Summertime
4374|16153|Crooklyn
4375|18750|Moscow on the Hudson
4376|20365|Storytelling
4377|19032|Nutty Professor II: The Klumps
4378|19899|The Scarlet and the Black
4379|20332|Stealing Beauty
4380|18280|Live Nude Girls
4381|22250|Titan A.E.
4382|17735|Indiana Jones and the Last Crusade
4383|15167|The Asphyx
4384|16678|Eulogy
4385|18797|Much Ado About Nothing
4386|15699|Buffalo 66
4387|21454|Blazing Saddles
4388|21557|Devil in the Flesh
4389|21923|The Private Life of Sherlock Holmes
4390|21819|Manhunter
4391|22167|American History X
4392|17504|Honkytonk Man
4393|16353|Dennis the Menace Strikes Again!
4394|18920|NetForce
4395|18452|Maid to Order
4396|21876|The Odessa File
4397|21539|The Day the World Ended
4398|20040|Shining Through
4399|14886|101 Dalmatians II: Patchs London Adventure
4400|17898|The Jolson Story
4401|18138|The Last Minute
4402|19364|Poetic Justice
4403|20986|The Vikings
4404|22089|Tokyo Joe
4405|9148|Agent Red
4406|22181|Day of the Dead
4407|21625|Forrest Gump
4408|21977|Saw
4409|21442|Big Fat Liar
4410|17298|Half Past Dead
4411|16519|Dragnet
4412|5942|Sex, Lies, and Videotape
4413|14661|The Little Girl Who Lives Down the Lane
4414|15099|Angels in the Endzone
4415|20505|Sword of Gideon
4416|21611|Fiddler on the Roof
4417|17267|The Gun in Betty Lous Handbag
4418|19429|Primal Fear
4419|22200|Gullivers Travels
4420|17682|The Impostors
4421|15374|Best Friends
4422|20892|Under Suspicion
4423|16796|Felicias Journey
4424|17889|Joe the King
4425|18375|The Love Letter
4426|21235|With Six You Get Eggroll
4427|18721|Monkey Shines
4428|15873|Chariots of Fire
4429|16446|The Disorderly Orderly
4430|17641|I.Q.
4431|16830|Fire
4432|15832|Category 6: Day of Destruction
4433|15171|Assassination Tango
4434|19354|Playing Mona Lisa
4435|20336|Stella
4436|15850|The Center of the World
4437|18021|King Solomons Mines
4438|19940|The Secret Garden
4439|22011|Sideways
4440|20174|Snow Dogs
4441|19964|The Servant
4442|20102|The Singing Detective
4443|21528|Damien: Omen II
4444|15474|Black Caesar
4445|21673|Harry Potter and the Chamber of Secrets
4446|4680|Bloody Sunday
4447|19641|Replicant
4448|15860|The Champ
4449|20179|The Snows of Kilimanjaro
4450|18255|Little Big League
4451|6854|Wolves of Wall Street
4452|16435|Dirty Pictures
4453|15859|The Chamber
4454|15502|Blade Runner
4455|21084|Were Not Married!
4456|15766|The Candidate
4457|15485|Black Rainbow
4458|16060|The Contender
4459|19733|RoboCop 3
4460|18889|Naked Gun 33 1/3: The Final Insult
4461|16009|Collateral Damage
4462|21919|The Postman
4463|14926|5ive Days to Midnight
4464|16370|Destry Rides Again
4465|16660|Eraserhead
4466|22131|The War at Home
4467|15920|China Moon
4468|16483|Dont Drink the Water
4469|16886|Flipper
4470|21383|10 Things I Hate About You
4471|17708|In the Cut
4472|21157|The White River Kid
4473|14976|The Adventures of Ichabod and Mr. Toad
4474|20067|The Shrimp on the Barbie
4475|18786|Mr. Smith Goes to Washington
4476|20867|U-571
4477|17429|Herbie Rides Again
4478|15853|Chain of Command
4479|15891|Chasing Papi
4480|19810|The Running Man
4481|18787|Mr. Wonderful
4482|21211|Wing and a Prayer
4483|19220|Parinda
4484|14882|10
4485|20144|Sleepy Hollow
4486|16310|Death and the Maiden
4487|20535|Tank Girl
4488|16578|Easy
4489|21411|Autumn in New York
4490|19146|The Other Side of Heaven
4491|19643|Repossessed
4492|15244|Baghban
4493|21632|Fright Night
4494|21165|The Whole Nine Yards
4495|16695|The Evil That Men Do
4496|21926|Pulp Fiction
4497|18282|Live from Baghdad
4498|15733|Bye Bye Love
4499|18970|Nine Lives
4500|15210|Baba Yaga
4501|6134|Pearl Jam: Live at the Garden
4502|4749|Anchors Aweigh
4503|15301|Battleground
4504|18586|Meet Me in St. Louis
4505|19999|Shall We Dance
4506|15915|Children of the Night
4507|20981|Victory
4508|16235|The Dark Crystal
4509|8316|Honey, I Shrunk the Kids
4510|19785|Route 9
4511|20391|Streets of Fire
4512|21389|8MM
4513|16289|Dead Meat
4514|19712|The River
4515|21812|Maid in Manhattan
4516|21177|Wicker Park
4517|18398|Lovers and Other Strangers
4518|17537|House II: The Second Story
4519|16404|Dick
4520|5471|The Late Show
4521|21875|Octopus
4522|16735|The Falcon and the Snowman
4523|13145|At the Earths Core
4524|17754|Insider
4525|16580|Easy Rider
4526|20004|Shampoo
4527|21652|Goin South
4528|16362|Desk Set
4529|21430|Batman Returns
4530|16800|Festival Express
4531|15623|The Brave Little Toaster
4532|12635|Southern Comfort
4533|19440|The Prince and the Showgirl
4534|21707|Human Nature
4535|19084|On the Beach
4536|19780|Rough Magic
4537|18940|The Next Best Thing
4538|21833|The Mighty
4539|21391|About Schmidt
4540|19507|Queen Bee
4541|16978|Friday After Next
4542|19342|Pitch Black
4543|19805|Runaway Jury
4544|22034|Spider-Man
4545|15967|Clash by Night
4546|16939|Four Weddings and a Funeral
4547|20058|Short Cuts
4548|20394|Striking Distance
4549|15333|Before Night Falls
4550|4739|Thumb Wars: The Phantom Cuticle
4551|17283|Gypsy
4552|21854|My Big Fat Greek Wedding
4553|18189|The Legend of Bagger Vance
4554|20320|State Property
4555|19078|Omen IV: The Awakening
4556|15277|Barcelona
4557|16159|Crossworlds
4558|16261|Day of the Animals
4559|20193|Someone to Watch Over Me
4560|18699|Modern Problems
4561|20944|Vampire Journals
4562|15407|The Big Bird Cage
4563|17165|Good Advice
4564|21576|Dungeons & Dragons
4565|21077|Welcome to Collinwood
4566|16670|Escaflowne
4567|20824|The Truth About Love
4568|19984|Shadowlands
4569|19034|O
4570|18160|Last of the Dogmen
4571|19192|Paid in Full
4572|15710|The Bunker
4573|17240|Grizzly
4574|19360|Plenty
4575|21612|Fight Club
4576|7912|Death on the Nile
4577|21865|Nicholas and Alexandra
4578|16249|Darling Lili
4579|19821|S.O.B.
4580|20228|The Sound of Music
4581|19873|Saturday Night Fever
4582|18465|Make Mine Music
4583|21808|Mad Dog Time
4584|18228|Life or Something Like It
4585|20801|Triumph of the Spirit
4586|20219|Soul Assassin
4587|18488|The Man Who Shot Liberty Valance
4588|17505|Hoodlum
4589|21278|The World of Suzie Wong
4590|22061|Swiss Family Robinson
4591|19590|The Real McCoy
4592|20464|Suspicion
4593|21903|Peter Pan
4594|19628|Relentless
4595|18048|Kissing a Fool
4596|18432|Made Men
4597|15511|Bless the Child
4598|19970|The Seven Little Foys
4599|21691|Home Alone
4600|15327|Bedknobs and Broomsticks
4601|18364|Love & Sex
4602|16408|Die, Mommie, Die!
4603|16826|Finding Neverland
4604|19121|Operation Dumbo Drop
4605|15690|Brute Force
4606|17179|The Goodbye Girl
4607|21044|War and Peace
4608|15337|Beginning of the End
4609|15723|Butch and Sundance: The Early Days
4610|16731|Fahrenhype 9/11
4611|20415|Suburban Commando
4612|17957|Kalifornia
4613|18864|My Girl
4614|18369|Love Finds Andy Hardy
4615|18025|The King of Marvin Gardens
4616|17491|Home on the Range
4617|15599|Boxcar Bertha
4618|21613|The Fighting Temptations
4619|22254|Urban Legends: Bloody Mary
4620|21092|The Whales of August
4621|21321|Young Doctors in Love
4622|16424|Dinner at Eight
4623|19314|Piccadilly
4624|16940|The Fourth Angel
4625|21293|Xtro
4626|21710|The I Inside
4627|16075|Cop Land
4628|9241|Melvin Goes to Dinner
4629|17633|I Still Know What You Did Last Summer
4630|15027|All the Kings Men
4631|20777|Trees Lounge
4632|21823|Mars Attacks!
4633|21171|Whos Harry Crumb?
4634|7629|The Message
4635|16388|The Devils Own
4636|15259|Bandits
4637|20439|Sunset Park
4638|19562|Rambling Rose
4639|16402|Diary of a Mad Black Woman
4640|17251|Guadalcanal Diary
4641|21048|Warlock
4642|17314|Hangin with the Homeboys
4643|16884|Flight of the Phoenix
4644|6946|The Cool Surface
4645|21703|How to Succeed in Business Without Really Trying
4646|21168|Wholl Stop the Rain
4647|20823|The Truth About Cats & Dogs
4648|5067|Dopamine
4649|21083|Were No Angels
4650|18055|Koi... Mil Gaya
4651|6845|Fiza
4652|15172|The Assassination of Richard Nixon
4653|19128|Orange County
4654|18337|Losin It
4655|21371|Walking Tall
4656|22049|The Sting
4657|18675|Misery
4658|16836|Fire on the Amazon
4659|15691|Bubble Boy
4660|20780|Tremors 3: Back to Perfection
4661|16623|Elvira, Mistress of the Dark
4662|16835|Fire in the Sky
4663|22189|Eight Legged Freaks
4664|19500|Q & A
4665|18948|Nick of Time
4666|20965|Vegas Vacation
4667|19097|One Crazy Summer
4668|18919|The Net
4669|20514|Take Me Out to the Ball Game
4670|19917|Scream 3
4671|21368|Riding the Bullet
4672|21018|Waiting for Guffman
4673|19938|The Secret Agent
4674|22206|Infinity
4675|17875|The Jewel in the Crown
4676|15465|Bite the Bullet
4677|16550|Drums Along the Mohawk
4678|21499|The Cat and the Canary
4679|21905|The Phantom of the Opera
4680|19517|The Quick and the Dead
4681|16916|For the Boys
4682|20700|Tokyo Eyes
4683|18677|Miss Congeniality
4684|16389|Devils Prey
4685|15864|Change of Habit
4686|20496|Swing Time
4687|18004|The Killing Fields
4688|21330|Yours, Mine and Ours
4689|17851|Japanese Story
4690|17665|Im All Right Jack
4691|15460|The Birds
4692|17571|Hukkle
4693|17808|It Happened at the Worlds Fair
4694|18379|Love Me Tonight
4695|21079|Welcome to Sarajevo
4696|20647|Thunder Road
4697|20168|The Snapper
4698|18783|Mr. Sardonicus
4699|15918|The Childrens Hour
4700|18756|Mothers Day
4701|21537|Dawn of the Dead
4702|18171|The Lawnmower Man
4703|18813|The Muppet Movie
4704|12169|Goodbye, Mr. Chips
4705|18548|The Master of Disguise
4706|18350|The Lost Son
4707|20234|Last Man Standing
4708|6319|Made in America
4709|16898|Follow Me, Boys!
4710|15493|The Black Stallion
4711|17819|Ivanhoe
4712|15320|Beautiful People
4713|11073|Savage Messiah
4714|18072|Kull the Conqueror
4715|19259|Pennies from Heaven
4716|20976|Vertigo
4717|17346|Harley Davidson and the Marlboro Man
4718|21667|Halloween: Resurrection
4719|16400|The Diary of Anne Frank
4720|20665|Time Bandits
4721|20079|Silent Fall
4722|16810|Fiend Without a Face
4723|15080|Analyze That
4724|17611|I Capture the Castle
4725|15480|Black Hawk Down
4726|17013|Further Tales of the City
4727|21849|Mr. Blandings Builds His Dream House
4728|18478|Man Trouble
4729|17184|Gormenghast
4730|20806|TRON
4731|19932|Sebastiane
4732|17925|The Jungle Book 2
4733|11382|Long Days Journey Into Night
4734|17433|Hero and the Terror
4735|17197|Grand Theft Auto
4736|18378|Love Me Tender
4737|15376|The Best Little Whorehouse in Texas
4738|14942|Abandon
4739|16539|Driven
4740|15286|Basquiat
4741|15770|Cannibal ferox
4742|21062|Way Down East
4743|19069|Oliver & Company
4744|17727|Indecent Proposal
4745|22128|Village of the Giants
4746|17193|Graffiti Bridge
4747|21734|The Jackal
4748|16127|Crazy as Hell
4749|19052|Of Mice and Men
4750|20055|Shopping
4751|20875|Umberto D.
4752|16548|Drugstore Cowboy
4753|16824|Finders Fee
4754|20791|Tribulation
4755|14997|Air Bud
4756|15183|Attack of the Crab Monsters
4757|21434|Being John Malkovich
4758|21945|The Return of the King
4759|16345|Deliverance
4760|20742|Tough Guys Dont Dance
4761|18529|The Mark of Zorro
4762|19155|Out for a Kill
4763|20513|Tai-Pan
4764|15346|Bell Book and Candle
4765|21674|Harry Potter and the Sorcerers Stone
4766|22228|Point Blank
4767|15660|Brimstone & Treacle
4768|19778|Rosenstrasse
4769|18745|Morituri
4770|18259|The Little Foxes
4771|19185|Pacific Heights
4772|7193|Call Northside 777
4773|15743|Cactus Flower
4774|22170|The Bells of St. Marys
4775|20156|The Smallest Show on Earth
4776|13844|Born Free
4777|17809|It Happened to Jane
4778|18305|The Long Gray Line
4779|15898|Cheech & Chongs Next Movie
4780|15799|Carmen: A Hip Hopera
4781|15902|Chelsea Walls
4782|19475|The Prowler
4783|15538|Blue Collar Comedy Tour: The Movie
4784|15445|Billy Bathgate
4785|13537|The Sailor Who Fell from Grace with the Sea
4786|17357|Hatari!
4787|10817|Born Rich
4788|18278|Live Aid
4789|21453|The Blair Witch Project
4790|21909|Pink Flamingos
4791|19010|Nostalghia
4792|20108|Sirocco
4793|21210|Wing Commander
4794|17135|Go Tell the Spartans
4795|19804|Runaway Bride
4796|20894|Under the Skin
4797|17593|The Hunters
4798|20209|Sonic the Hedgehog: The Movie
4799|22046|Steamboat Bill, Jr.
4800|7401|Allegro non troppo
4801|16059|Contamination
4802|19971|The Seven Year Itch
4803|22241|Scooby-Doo and the Ghoul School
4804|17472|The Hitch-Hiker
4805|15114|Anna and the King of Siam
4806|21527|Doa
4807|20770|Travellers and Magicians
4808|20447|Super Sucker
4809|16590|Eddie Izzard: Glorious
4810|22064|Tape
4811|17991|The Kid Stays in the Picture
4812|9609|Tokyo Fist
4813|14568|Chobits
4814|18833|Murphys War
4815|6611|Acacia
4816|21532|Dark Days
4817|10518|Kevin James: Sweat the Small Stuff
4818|5991|Trauma
4819|20126|Sky High
4820|5398|Richard Pryor: Live in Concert
4821|10946|Richard Pryor ...Here and Now
4822|19685|Richard Pryor Live on the Sunset Strip
4823|15060|The American Nightmare
4824|7974|The Secret of NIMH 2: Timmy to the Rescue
4825|20338|Step Into Liquid
4826|22183|Dead or Alive: Final
4827|18427|Mad Hot Ballroom
4828|15265|Baraka
4829|18458|Main Prem Ki Diwani Hoon
4830|15720|Bushs Brain
4831|22239|Robin Williams: Live on Broadway
4832|13481|Death in Gaza
4833|21225|Wishful Thinking
4834|5588|Disappearance
4835|19570|Ransom
4836|16567|Dying Young
4837|21414|Baby Boy
4838|19839|The Saint
4839|18449|The Magnificent Seven
4840|21928|The Punisher
4841|17805|It Had to Be You
4842|19140|The Osterman Weekend
4843|21982|The Scarlet Pimpernel
4844|15611|Boyz n the Hood
4845|21491|Candyman
4846|19707|Risky Business
4847|16291|The Dead Pool
4848|15155|Around the Bend
4849|15634|Breakin All the Rules
4850|22105|True Lies
4851|20326|Stay Hungry
4852|15975|Clean and Sober
4853|17207|Great Balls of Fire!
4854|21381|Assault on Precinct 13
4855|15289|Batman & Robin
4856|15581|Booty Call
4857|20220|Soul Food
4858|16549|Drumline
4859|15515|Blind Horizon
4860|17519|The Horse Whisperer
4861|17274|Gunmen
4862|21372|Anchorman: The Legend of Ron Burgundy
4863|18347|Lost Junction
4864|17712|In the Line of Fire
4865|19392|Possessed
4866|17189|Gracies Choice
4867|18359|Lost in La Mancha
4868|21125|When the Bough Breaks
4869|11039|Gargoyles
4870|15436|Big Wednesday
4871|13641|Andaz Apna Apna
4872|19263|The Pentagon Papers
4873|16201|DNA
4874|15424|Big Night
4875|18995|Nobodys Baby
4876|19430|Primary Colors
4877|15775|Cant Stop the Music
4878|20939|Valentine
4879|17707|In the Company of Men
4880|18708|Molly
4881|19030|Nurse Betty
4882|16247|Darkness Falls
4883|19425|Pride and Prejudice
4884|21771|The Last September
4885|21337|Zandalee
4886|20967|Velocity Trap
4887|22003|Shanghai Knights
4888|20729|Tornado!
4889|20152|The Slumber Party Massacre
4890|19983|The Shadow
4891|21186|Wild Palms
4892|17756|Inspector Gadget
4893|10649|Rottweiler
4894|9904|Gone, But Not Forgotten
4895|17820|Ive Been Waiting for You
4896|18417|MVP: Most Valuable Primate
4897|20642|Three to Tango
4898|20199|Sometimes in April
4899|18067|Krush Groove
4900|18185|Legal Eagles
4901|16854|The First Power
4902|21675|Harry Potter and the Prisoner of Azkaban
4903|19129|The Order
4904|15314|Beau travail
4905|18845|My Best Friends Wedding
4906|20423|Sugar Hill
4907|17933|Jury Duty
4908|20901|Underworld
4909|21650|The Godfather: Part II
4910|16216|The Dancer Upstairs
4911|19415|Pressure
4912|16844|Firewalker
4913|17643|The Ice Pirates
